id,Tweets about Luke,Tweets about Rey,"Number of ""!"""
940752860127444993,False,False,0
940752859519508480,False,False,1
940752849604173824,False,False,0
940752841622290436,False,False,1
940752841437859841,False,False,1
940752832596078592,False,False,0
940752825470144513,False,False,1
940752821749723137,False,False,0
940752803852677120,False,False,0
940752802783158273,False,False,0
940752791471042562,False,False,0
940752790019768320,False,False,3
940752774886813697,False,False,0
940752771304869889,False,False,0
940752765055324161,False,False,1
940752756981235712,False,False,0
940752751474167809,False,False,0
940752743425290241,False,False,2
940752739029659649,False,True,0
940752735581949952,False,False,1
940752731458981888,False,False,0
940752724710260738,False,False,0
940752724483768320,False,False,0
940752721505857536,False,False,1
940752707496873989,False,False,0
940752703151661056,False,True,0
940752702937731073,False,False,0
940752702564421632,False,False,0
940752702174302213,False,False,0
940752700840579072,False,False,0
940752695102771205,False,False,0
940752691894071297,False,False,0
940752686135300096,False,False,2
940752676425469955,False,False,1
940752669072875522,False,False,2
940752665566482432,False,False,1
940752661388939265,False,False,6
940752659979669504,False,False,2
940752650748026882,False,False,1
940752645232447488,False,False,1
940752642657091584,False,False,1
940752637519114240,False,False,1
940752624952815616,False,False,0
940752622251839489,False,False,2
940752619924017157,False,False,1
940752615096356864,False,False,0
940752608591073280,False,False,2
940752607584415744,False,False,0
940752600684736512,False,False,0
940752600219246592,False,False,1
940752597216047104,False,False,1
940752577142116352,False,False,0
940752559794466817,False,False,0
940752558926295040,False,False,1
940752556594290688,False,False,0
940752555713417216,False,False,0
940752547614162944,False,False,0
940752545064062979,False,False,0
940752544644640770,False,False,0
940752532196024320,False,False,0
940752523903819777,False,False,1
940752519298453504,False,False,1
940752515141734400,False,False,0
940752511367045120,False,False,1
940752509420830721,False,True,0
940752508309426177,False,False,0
940752507646570496,False,False,2
940752500126298113,False,False,0
940752499480416257,False,False,1
940752496015888391,False,False,1
940752495768428545,False,False,0
940752493285437441,False,False,1
940752482363432961,False,False,1
940752482082414593,False,False,0
940752481780240384,False,False,0
940752477967781890,False,False,1
940752475270807552,False,False,0
940752470292271106,False,False,0
940752457247764480,False,False,1
940752455687659520,False,False,0
940752453389168640,False,False,0
940752439376007168,False,False,0
940752428005318656,False,False,0
940752426851753985,False,False,1
940752426151350272,False,False,0
940752420715597824,False,False,0
940752419599855616,False,False,3
940752418769424387,False,False,1
940752417259483143,False,False,0
940752416357715968,False,False,1
940752411777486848,False,False,1
940752403376295936,False,False,3
940752401182715910,False,False,0
940752400947859456,False,False,0
940752394815725568,False,True,0
940752384476762112,False,False,0
940752380517371906,False,False,0
940752373651247105,False,False,1
940752368785936385,False,False,0
940752368467087360,False,False,0
940752364025376768,False,False,0
940752359260655617,False,False,0
940752358983831552,False,False,0
940752357687812098,False,False,0
940752352411312128,False,False,1
940752352109309954,False,True,0
940752345788551170,False,False,2
940752344609935367,False,False,0
940752337592864774,False,False,1
940752336229715968,False,False,2
940752332119306240,False,False,0
940752329598521344,False,False,0
940752328201732097,False,False,1
940752310736736257,False,False,1
940752310627700736,False,False,1
940752289849102336,False,False,0
940752284606238720,False,False,0
940752280734916608,False,False,0
940752268093284352,False,False,0
940752265941569537,False,False,1
940752258546978819,False,False,0
940752247830515713,False,False,0
940752245867638784,False,False,0
940752241874624512,False,False,1
940752240868020224,False,False,0
940752239421022210,False,False,0
940752238494081024,False,False,0
940752238133370882,False,False,0
940752224162074630,False,False,3
940752222115237888,False,False,0
940752220777336833,False,False,0
940752220601110528,False,False,1
940752218013294592,False,False,0
940752211516194817,False,False,1
940752209763012611,False,False,2
940752209012232192,False,False,2
940752206260826112,False,False,1
940752205367390208,False,False,1
940752202821521408,False,False,0
940752199168221184,False,False,0
940752195791843328,False,False,1
940752193925406722,False,False,0
940752193673711617,False,False,0
940752191836614656,False,False,0
940752186664873984,False,False,0
940752178356080646,False,False,0
940752175910748161,False,False,0
940752173260070912,False,False,1
940752164909080576,False,False,0
940752155388104704,False,False,2
940752143711129601,False,False,0
940752122752176128,False,False,1
940752119086440449,False,False,0
940752116003598336,False,False,3
940752110207033344,False,False,0
940752105219821568,False,False,0
940752104599236608,False,False,1
940752086530174977,False,False,0
940752083241795584,False,False,1
940752077378158592,False,False,1
940752073246703617,False,False,0
940752064199700480,False,False,0
940752058046656512,False,False,0
940752054301216771,False,False,2
940752051285430272,False,False,0
940752050832445441,False,False,1
940752048617816064,False,False,0
940752038975156225,False,False,0
940752023670153218,False,False,0
940752019584794624,False,False,0
940752015986216961,False,False,1
940752013364776960,False,False,2
940751995010453504,False,False,1
940751993781587969,False,False,0
940751986798092288,False,False,0
940751984931557376,False,False,0
940751981735567361,False,False,3
940751978178768896,False,False,0
940751966342451200,False,False,0
940751963771297792,False,False,5
940751960579420167,False,False,1
940751956632621061,False,False,0
940751949279965185,False,False,1
940751946734034944,False,False,2
940751945895153664,False,False,0
940751943118524416,False,False,0
940751936911003648,False,False,1
940751935489085440,False,False,0
940751935464005632,False,False,2
940751922147024896,False,False,0
940751919223582720,False,False,1
940751905265012737,False,False,0
940751901452374017,False,False,1
940751900701544448,False,False,0
940751900563124224,False,False,1
940751898549694464,False,False,0
940751894632308736,False,False,1
940751891285331968,False,False,3
940751890630967296,False,False,1
940751885555978241,False,False,0
940751883605483520,False,False,0
940751872134131713,False,False,0
940751871031070720,False,False,1
940751864844386304,False,False,0
940751862684413952,False,False,1
940751844074184704,False,False,0
940751842597916680,False,False,2
940751840802729986,False,False,0
940751840307752960,False,False,1
940751836742606848,False,False,3
940751836163858433,False,False,1
940751820334489600,False,False,0
940751811434164224,False,False,0
940751790190014464,False,False,0
940751783688835084,False,False,1
940751783114280961,False,False,0
940751782979891200,False,False,1
940751779326824449,False,False,0
940751770124455938,False,False,0
940751769151291392,False,False,0
940751759252783109,False,False,0
940751756836966402,False,False,0
940751755800993792,False,False,1
940751752844009472,False,False,0
940751751698935808,False,False,1
940751749714919424,False,False,0
940751744589598721,False,False,3
940751744102957063,False,False,0
940751734095466497,False,False,2
940751721541849088,False,False,0
940751714327523328,False,False,0
940751703544094720,False,False,0
940751696602558464,False,False,0
940751690705317889,False,False,1
940751678768369664,False,False,0
940751676696420354,False,False,2
940751669490540544,False,False,1
940751641673953280,False,False,1
940751639853625346,False,False,1
940751624225607680,False,False,0
940751621847486465,False,False,0
940751618559152128,False,False,0
940751611202191361,False,False,1
940751610619269122,False,False,1
940751603589672960,False,False,0
940751596912365568,False,False,0
940751588536344576,False,False,0
940751571150884864,False,False,0
940751564406509569,False,False,1
940751556558970881,False,False,1
940751554268880897,False,False,1
940751544953208832,False,False,0
940751535906217986,False,False,0
940751532684988416,False,False,0
940751532240310274,False,False,1
940751524053114880,False,False,0
940751522660536320,False,False,0
940751520118710272,False,False,1
940751519842013189,False,False,0
940751517837135873,False,False,0
940751515857379334,False,False,3
940751511121903616,False,False,0
940751510295760896,False,False,1
940751509360398336,False,False,1
940751506386702346,False,False,1
940751503765196800,False,False,0
940751498304245760,False,False,1
940751496756506625,False,False,1
940751495921831937,False,False,0
940751488405659648,False,False,0
940751484328861696,False,False,0
940751483632521216,True,False,1
940751482286235648,False,False,0
940751475386482693,False,False,0
940751475357073408,False,False,1
940751469871095808,False,False,1
940751467912232965,False,False,0
940751462111563779,False,False,0
940751462107402241,False,False,0
940751453647441920,False,False,1
940751442599727104,False,False,1
940751431186944005,False,False,0
940751430918508544,False,False,0
940751430909968384,False,False,0
940751430117232640,False,False,0
940751412165832705,False,False,1
940751406222446592,False,False,1
940751397502488583,False,False,0
940751392456761345,False,False,0
940751387973046272,False,False,0
940751385305415681,False,False,0
940751379727114240,False,False,0
940751379383050240,False,False,0
940751376363245570,False,False,0
940751374823849984,False,False,0
940751368599588864,False,False,0
940751367240523776,False,False,2
940751362551439360,False,False,1
940751356410957824,False,False,0
940751344616509441,False,False,0
940751339470114819,False,False,0
940751338127986688,False,False,0
940751333480570880,False,False,1
940751322244157441,False,False,0
940751322114068480,False,False,0
940751317328453633,False,False,1
940751302128295936,False,False,1
940751297355149313,False,False,0
940751294536585217,False,False,0
940751293064376321,False,False,2
940751290526851073,False,False,0
940751287540502532,False,False,0
940751285229441024,False,False,0
940751282251419648,False,False,0
940751274932408320,False,False,0
940751272734576640,False,False,0
940751265960775682,False,False,0
940751262110441473,False,False,0
940751259463749634,False,False,0
940751255160451072,False,False,1
940751249552666625,False,False,0
940751246469881857,False,False,0
940751239243096064,False,False,0
940751232251170816,False,False,0
940751230376251392,False,False,0
940751224823013376,False,False,1
940751223225028609,False,False,0
940751222000291840,False,True,0
940751221417226240,False,False,0
940751219781525504,False,False,2
940751214903480321,False,False,1
940751213607440384,False,False,0
940751205860552704,False,False,0
940751203075543040,False,False,1
940751198600269825,False,False,1
940751198533042176,False,False,1
940751194372345856,False,False,1
940751194200326144,False,False,2
940751188542349312,False,False,0
940751188114501633,False,False,0
940751188080906240,False,False,4
940751181441314816,False,False,0
940751172247355392,False,False,0
940751168753602561,False,False,1
940751164311789573,False,False,0
940751164009787392,False,False,0
940751156208373760,False,False,0
940751140798521345,False,False,1
940751140416884736,False,False,3
940751139951271937,False,False,1
940751132300898304,False,False,0
940751131424296960,False,False,2
940751121848717312,False,True,0
940751118048677888,False,False,3
940751115443941377,False,False,0
940751104438165504,False,False,1
940751104115167232,False,False,0
940751099786678272,False,False,1
940751095978225665,False,False,2
940751094417895424,False,False,2
940751091590983680,False,False,1
940751090043310080,False,False,1
940751086150877184,False,False,0
940751084766793728,False,False,1
940751066857201666,False,False,0
940751064642469888,False,False,0
940751063464005637,False,False,2
940751058158194688,False,False,0
940751055905636352,False,False,1
940751050818146304,False,False,0
940751050662924289,False,False,0
940751050637742085,False,False,0
940751036238753793,False,False,0
940751034028306433,False,False,2
940751028575703040,False,False,1
940751028219273218,False,False,2
940751026042425345,False,False,0
940751011169398785,False,False,0
940751006744350720,False,False,0
940751005297315841,False,False,1
940751003481268224,False,False,1
940750994777948162,False,False,0
940750991418327040,False,False,1
940750990424371201,False,False,0
940750987438034945,False,False,1
940750983986106368,False,False,0
940750979816882177,False,False,0
940750977124241410,False,False,0
940750972019707904,False,False,0
940750968337190914,False,False,1
940750952700809216,False,False,0
940750943448174592,False,False,0
940750938813485056,False,False,0
940750919313981440,False,False,1
940750915094695938,False,False,1
940750909155500032,False,False,0
940750904239763456,False,False,0
940750897046573056,False,False,0
940750890226671617,False,False,0
940750888729219074,False,False,1
940750886577606657,False,False,0
940750883423260672,False,False,1
940750882089598976,False,False,0
940750879505944577,False,False,1
940750866478493697,False,False,1
940750864213532672,False,False,1
940750857456570368,False,False,1
940750855959179265,False,False,1
940750839077097472,False,False,1
940750827924357122,False,False,0
940750824237686785,False,False,0
940750822257971200,False,False,0
940750817598025728,False,False,0
940750814255157248,False,False,1
940750813613494273,False,False,1
940750812321603585,False,False,0
940750807825244160,False,False,0
940750800489451520,False,False,2
940750798732103680,False,False,0
940750793694617601,False,False,0
940750792637607936,False,False,0
940750789034872834,False,False,0
940750785998151680,False,False,1
940750783418470401,False,False,1
940750781069737985,False,False,0
940750778523963393,False,False,0
940750776422617089,False,False,1
940750776376418305,False,False,0
940750770894491648,False,False,0
940750769992753154,False,False,0
940750766855393280,False,False,1
940750759238557698,False,False,0
940750758215118849,False,False,0
940750758122807302,False,False,0
940750754276675584,False,False,0
940750750338174976,False,False,0
940750727923761153,False,False,0
940750721804357634,False,False,1
940750720432779266,False,False,0
940750719510110210,False,False,1
940750714321752064,False,False,1
940750706918789120,False,False,7
940750701243793409,False,False,0
940750696420429824,False,False,0
940750691815116800,False,False,1
940750689579536384,False,False,0
940750677172727809,False,False,1
940750676111454208,False,False,1
940750674421338113,False,False,1
940750667752370177,False,False,2
940750663084138497,False,False,0
940750662056448000,False,False,1
940750661309882370,False,False,0
940750660600987648,False,False,0
940750653156151297,False,False,0
940750648773095424,False,False,0
940750644914393089,False,False,0
940750641810542592,False,False,0
940750640527048706,False,False,2
940750640107712512,False,False,0
940750639428259841,False,False,0
940750635644932097,False,False,0
940750631656218625,False,False,0
940750630297264133,False,False,0
940750623514988545,False,False,0
940750612295245825,False,False,0
940750603030073344,False,False,1
940750600576421889,False,False,0
940750599980834816,False,False,0
940750580032704513,False,False,0
940750578791088128,False,False,0
940750577360949248,False,True,0
940750575569981442,False,False,0
940750575024648193,False,False,1
940750568049475584,False,False,1
940750563146371072,False,False,0
940750556313866240,False,False,1
940750554837540866,False,False,1
940750549225525248,False,False,2
940750549217087489,False,False,1
940750543466713088,False,False,1
940750538127347712,False,False,0
940750533538799616,False,False,0
940750533115117568,False,False,1
940750531064225792,False,False,0
940750523971510273,False,False,0
940750521295605760,False,False,0
940750509761224704,False,False,3
940750508511375360,False,False,1
940750505613103104,False,False,1
940750500416323591,False,False,1
940750498256302080,False,False,0
940750497019023360,False,False,0
940750496834387968,False,False,1
940750484813565953,False,False,1
940750484511522821,False,False,1
940750482984833024,False,False,0
940750480405299203,False,False,0
940750478815657990,False,False,0
940750477603627008,False,False,1
940750475502243840,False,False,1
940750471161110528,False,False,1
940750460079685632,False,False,1
940750459169538049,False,False,0
940750458913804288,False,False,1
940750452454543360,False,False,0
940750448939683840,False,False,1
940750438684680194,False,False,1
940750436046442497,False,False,0
940750435438211072,False,False,0
940750434460950528,False,False,1
940750432179191809,False,False,0
940750426500161537,False,False,0
940750425397104641,False,False,1
940750418593935361,False,False,0
940750418111553536,False,False,1
940750412277153792,False,False,0
940750399543296000,False,False,1
940750398863937536,False,False,0
940750394770296832,False,False,0
940750372146221057,False,False,2
940750370183061504,False,False,0
940750367343640576,False,False,1
940750363564691456,False,False,0
940750361534631937,False,False,0
940750353859006465,False,False,1
940750344476340224,False,False,0
940750333818687488,False,False,0
940750331587252224,False,False,0
940750327866974209,False,False,1
940750325253844992,False,False,0
940750324507308035,False,False,1
940750321223168006,False,False,1
940750321223110657,False,False,0
940750315225276421,False,False,1
940750314948481024,False,False,1
940750314709413889,False,False,0
940750314608779265,False,False,0
940750311215448064,False,False,0
940750298464817154,False,False,2
940750291338715137,False,False,1
940750290483138560,False,False,0
940750284774572033,False,False,0
940750282065170432,False,False,1
940750266546229248,False,False,3
940750260535791617,False,False,0
940750255041187840,False,False,0
940750254449754113,False,False,1
940750249483698176,False,False,0
940750246212227072,False,False,0
940750242651279360,False,False,1
940750242529660928,False,False,0
940750233964875776,False,False,1
940750229644693506,False,False,1
940750228545818625,False,False,0
940750228214476802,False,False,1
940750225555279873,False,False,0
940750218676637696,False,False,0
940750213534318598,False,False,0
940750210946433024,False,False,1
940750207226138630,False,False,2
940750205221326848,False,False,2
940750198820757510,False,False,0
940750190398590978,False,False,0
940750190193016832,False,False,0
940750185378041856,False,False,1
940750166621147136,False,False,0
940750151551016960,False,False,1
